NORAD_CAT_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,CREATION_DATE,OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,LAUNCH_YEAR,LAUNCH_SEQ,EPOCH_FINAL,ORBIT_CLASS,EVENT,DURATION,RCS_SIZE
316,0 FTV 1151,1 00316U 62027  A 62256.32940549  .06788913 +00000-0 +00000-0 0  9996,2 00316 076.0141 209.9217 0000000 287.2908 119.1167 16.41201226012124,15/08/2004 23:35,FTV 1151,1962-027A,13/09/1962 07:54,16.41201226,0.0,76.0141,209.9217,287.2908,119.1167,1212,0.0,0.06788913,0.0,6540.75,87.74,162.615,162.615,PAYLOAD,US,18/03/1962,AFWTR,14/09/1962,1962,27,13/09/1962 15:48,LEO,1,180,MEDIUM
317,0 THOR ABLESTAR DEB,1 00317U 61015 CT 80366.69668160  .01300371 +00000-0 +15938-1 0  9991,2 00317 066.3793 235.3116 0017066 225.0057 135.7388 15.55656729020478,15/08/2004 23:45,THOR ABLESTAR DEB,1961-015CT,31/12/1980 16:43,15.55656729,0.0017066,66.3793,235.3116,225.0057,135.7388,2047,0.015938,0.01300371,0.0,6778.385,92.565,411.818,388.682,DEBRIS,US,29/06/1961,AFETR,11/01/1981,1961,15,01/01/1981 09:26,LEO,1,7136,SMALL
318,0 THOR ABLESTAR DEB,1 00318U 61015CU  25180.16720848  .08085138  63895-5  20234-2 0  9999,2 00318  66.5027  94.9228 0020443 242.1324 117.7801 16.28039588361763,29/06/2025 17:39,THOR ABLESTAR DEB,1961-015CU,29/06/2025 04:00,16.28039588,0.0020443,66.5027,94.9228,242.1324,117.7801,36176,0.0020234,0.08085138,6.39e-06,6575.95,88.45,211.259,184.372,DEBRIS,US,29/06/1961,AFETR,08/07/2025,1961,15,29/06/2025 08:01,LEO,1,23385,SMALL
319,0 THOR ABLESTAR DEB,1 00319U 61015 CV 81204.36310725  .18930370 +30400-4 +54881-2 0  9998,2 00319 066.7605 209.9153 0010609 226.8753 134.7486 16.26915889053751,16/08/2004 23:12,THOR ABLESTAR DEB,1961-015CV,23/07/1981 08:42,16.26915889,0.0010609,66.7605,209.9153,226.8753,134.7486,5375,0.0054881,0.1893037,3.04e-05,6578.982,88.511,207.826,193.867,DEBRIS,US,29/06/1961,AFETR,23/07/1981,1961,15,23/07/1981 17:25,LEO,1,7329,SMALL
320,0 THOR ABLESTAR DEB,1 00320U 61015CW  25193.39749737  .00000181  00000-0  94864-4 0  9992,2 00320  66.9033 206.5680 0141101 284.3458  74.2012 14.29220498319799,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015CW,12/07/2025 09:32,14.29220498,0.0141101,66.9033,206.568,284.3458,74.2012,31979,9.49e-05,1.81e-06,0.0,7172.475,100.754,895.544,693.135,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 19:04,LEO,0,23390,SMALL
321,0 THOR ABLESTAR DEB,1 00321U 61015 CX 69055.74763705  .06372895 +00000-0 +00000-0 0  9993,2 00321 067.0999 143.9975 0000000 216.0024 144.1065 16.33669075414771,15/08/2004 23:36,THOR ABLESTAR DEB,1961-015CX,24/02/1969 17:56,16.33669075,0.0,67.0999,143.9975,216.0024,144.1065,41477,0.0,0.06372895,0.0,6560.839,88.145,182.704,182.704,DEBRIS,US,28/03/1961,AFWTR,26/02/1969,1961,15,25/02/1969 11:53,LEO,1,2892,SMALL
322,0 THOR ABLESTAR DEB,1 00322U 61015 CY 69151.43437224  .01485372 +00000-0 +00000-0 0  9991,2 00322 066.9507 041.2530 0025182 329.9502 030.0123 15.97504007425788,15/08/2004 23:36,THOR ABLESTAR DEB,1961-015CY,31/05/1969 10:25,15.97504007,0.0025182,66.9507,41.253,329.9502,30.0123,42578,0.0,0.01485372,0.0,6659.487,90.14,298.122,264.582,DEBRIS,US,30/03/1961,AFWTR,06/06/1969,1961,15,31/05/1969 20:50,LEO,1,2990,SMALL
323,0 THOR ABLESTAR DEB,1 00323U 61015CZ  25193.59114068  .00000472  00000-0  27182-3 0  9991,2 00323  66.8379 243.0881 0080455 331.6955  27.9776 14.15935513280385,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015CZ,12/07/2025 14:11,14.15935513,0.0080455,66.8379,243.0881,331.6955,27.9776,28038,0.00027182,4.72e-06,0.0,7217.268,101.7,897.2,781.067,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 04:22,LEO,0,23390,SMALL
324,0 THOR ABLESTAR DEB,1 00324U 61015DA  25193.56354108  .00000018  00000-0  51652-4 0  9996,2 00324  66.8654 169.3869 0075245 277.7632  81.4920 14.12912469275080,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DA,12/07/2025 13:31,14.12912469,0.0075245,66.8654,169.3869,277.7632,81.492,27508,5.17e-05,1.8e-07,0.0,7227.559,101.917,903.808,795.041,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 03:02,LEO,0,23390,SMALL
325,0 THOR ABLESTAR DEB,1 00325U 61015DB  25193.54717555  .00000527  00000-0  26765-3 0  9995,2 00325  66.9135 253.9695 0064724 286.1950  73.2030 14.22362868284848,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DB,12/07/2025 13:07,14.22362868,0.0064724,66.9135,253.9695,286.195,73.203,28484,0.00026765,5.27e-06,0.0,7195.51,101.24,863.947,770.803,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 02:15,LEO,0,23390,SMALL
326,0 THOR ABLESTAR DEB,1 00326U 61015 DC 79273.96476891  .02546687 +00000-0 +07459-3 0  9998,2 00326 066.9265 012.9883 0034084 291.0926 068.6546 15.80673122974769,15/08/2004 23:41,THOR ABLESTAR DEB,1961-015DC,30/09/1979 23:09,15.80673122,0.0034084,66.9265,12.9883,291.0926,68.6546,97476,7.46e-05,0.02546687,0.0,6706.677,91.1,351.401,305.683,DEBRIS,US,29/06/1961,AFETR,07/10/1979,1961,15,01/10/1979 22:18,LEO,1,6674,SMALL
327,0 THOR ABLESTAR DEB,1 00327U 61015DD  25193.56768925  .00000086  00000-0  12509-3 0  9997,2 00327  66.5423 145.9108 0113771 348.9937  10.8652 13.90688537239513,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DD,12/07/2025 13:37,13.90688537,0.0113771,66.5423,145.9108,348.9937,10.8652,23951,0.00012509,8.6e-07,0.0,7304.356,103.546,1009.323,843.118,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 03:14,LEO,0,23390,SMALL
328,0 THOR ABLESTAR DEB,1 00328U 61015 DE 70111.27622396  .00921153 +00000-0 +00000-0 0  9994,2 00328 066.6054 065.3758 0088349 082.3954 278.7181 15.53346531465970,15/08/2004 23:37,THOR ABLESTAR DEB,1961-015DE,21/04/1970 06:37,15.53346531,0.0088349,66.6054,65.3758,82.3954,278.7181,46597,0.0,0.00921153,0.0,6785.104,92.703,466.915,347.023,DEBRIS,US,01/04/1961,AFWTR,03/05/1970,1961,15,21/04/1970 13:15,LEO,1,3319,SMALL
329,0 THOR ABLESTAR DEB,1 00329U 61015DF  25192.74489699  .00000070  00000-0  16449-3 0  9996,2 00329  66.7804  92.3499 0119927 224.3973 168.3149 13.65999526183517,12/07/2025 04:02,THOR ABLESTAR DEB,1961-015DF,11/07/2025 17:52,13.65999526,0.0119927,66.7804,92.3499,224.3973,168.3149,18351,0.00016449,7e-07,0.0,7392.105,105.417,1102.622,925.319,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 11:45,LEO,0,23390,SMALL
330,0 THOR ABLESTAR DEB,1 00330U 61015DG  25193.03540683  .00000508  00000-0  35333-3 0  9991,2 00330  66.9794  70.0383 0048048   5.3005 354.8582 14.06075784248873,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DG,12/07/2025 00:50,14.06075784,0.0048048,66.9794,70.0383,5.3005,354.8582,24887,0.00035333,5.08e-06,0.0,7250.969,102.413,907.673,837.994,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 01:41,LEO,0,23390,SMALL
331,0 THOR ABLESTAR DEB,1 00331U 61015 DH 89082.81513372  .14744309 +00000-0 +63355-1 0  9992,2 00331 066.9197 174.1940 0022871 337.0841 024.0648 15.82103818421850,17/08/2004 14:36,THOR ABLESTAR DEB,1961-015DH,23/03/1989 19:33,15.82103818,0.0022871,66.9197,174.194,337.0841,24.0648,42185,0.063355,0.14744309,0.0,6702.633,91.018,339.827,309.168,DEBRIS,US,29/06/1961,AFETR,24/03/1989,1961,15,24/03/1989 15:07,LEO,1,10130,SMALL
332,0 THOR ABLESTAR DEB,1 00332U 61015 DJ 70257.84181042  .02268594 +00000-0 +00000-0 0  9996,2 00332 067.0591 054.7933 0022449 254.9841 104.8805 15.90604259489988,15/08/2004 23:37,THOR ABLESTAR DEB,1961-015DJ,14/09/1970 20:12,15.90604259,0.0022449,67.0591,54.7933,254.9841,104.8805,48998,0.0,0.02268594,0.0,6678.732,90.531,315.59,285.604,DEBRIS,US,03/04/1961,AFWTR,20/09/1970,1961,15,15/09/1970 16:24,LEO,1,3457,SMALL
333,0 THOR ABLESTAR DEB,1 00333U 61015DK  25193.54395164  .00004248  00000-0  58425-3 0  9994,2 00333  66.7026  31.0860 0040817 205.0579 154.8564 14.78785246338485,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DK,12/07/2025 13:03,14.78785246,0.0040817,66.7026,31.086,205.0579,154.8564,33848,0.00058425,4.25e-05,0.0,7011.298,97.377,661.781,604.545,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 02:06,LEO,0,23390,SMALL
334,0 THOR ABLESTAR DEB,1 00334U 61015DL  25193.43984785 -.00000009  00000-0  51231-4 0  9997,2 00334  66.9249 290.6153 0080967 343.2423  16.5984 13.91672479248786,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DL,12/07/2025 10:33,13.91672479,0.0080967,66.9249,290.6153,343.2423,16.5984,24878,5.12e-05,-9e-08,0.0,7300.913,103.473,981.891,863.664,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 21:06,LEO,0,23390,SMALL
335,0 THOR ABLESTAR DEB,1 00335U 61015DM  25193.54445564  .00000455  00000-0  24183-3 0  9996,2 00335  66.8404 282.2165 0030669  55.0792 305.3178 14.22053817279007,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DM,12/07/2025 13:04,14.22053817,0.0030669,66.8404,282.2165,55.0792,305.3178,27900,0.00024183,4.55e-06,0.0,7196.552,101.262,840.488,796.346,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 02:08,LEO,0,23390,SMALL
336,0 THOR ABLESTAR DEB,1 00336U 61015DN  25193.64037179  .00000023  00000-0  10649-3 0  9990,2 00336  67.0300 265.8472 0076009  14.1881 135.9449 13.69093682192711,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DN,12/07/2025 15:22,13.69093682,0.0076009,67.03,265.8472,14.1881,135.9449,19271,0.00010649,2.3e-07,0.0,7380.964,105.179,1058.931,946.727,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 06:44,LEO,0,23390,SMALL
337,0 THOR ABLESTAR DEB,1 00337U 61015DP  25193.46294545  .00000215  00000-0  28477-3 0  9994,2 00337  67.0096   4.7708 0098676 147.7877 212.9276 13.76113471198030,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DP,12/07/2025 11:06,13.76113471,0.0098676,67.0096,4.7708,147.7877,212.9276,19803,0.00028477,2.15e-06,0.0,7355.841,104.643,1050.291,905.122,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 22:13,LEO,0,23390,SMALL
338,0 COSMOS 6 (SPUTNIK 16),1 00338U 62028  A 62250.63159910  .01804539 +00000-0 +00000-0 0  9991,2 00338 048.9472 075.7001 0000000 065.4274 109.5039 16.31213166011052,15/08/2004 23:35,COSMOS 6 (SPUTNIK 16),1962-028A,07/09/1962 15:09,16.31213166,0.0,48.9472,75.7001,65.4274,109.5039,1105,0.0,0.01804539,0.0,6567.422,88.277,189.287,189.287,PAYLOAD,CIS,20/03/1962,PKMTR,08/09/1962,1962,28,08/09/1962 06:19,LEO,1,172,MEDIUM
339,0 SL-7 R/B,1 00339U 62028  B 62216.55012000  .01009667 +00000-0 +00000-0 0  9992,2 00339 048.9300 268.3010 0000000 298.8750 152.8240 16.18827216005593,15/08/2004 23:35,SL-7 R/B,1962-028B,04/08/1962 13:12,16.18827216,0.0,48.93,268.301,298.875,152.824,559,0.0,0.01009667,0.0,6600.879,88.953,222.744,222.744,ROCKET BODY,CIS,22/03/1962,PKMTR,08/08/1962,1962,28,05/08/1962 02:24,LEO,1,139,LARGE
340,0 TELSTAR 1,1 00340U 62029A   25193.50708951  .00000075  00000-0  82037-3 0  9996,2 00340  44.7931 232.0243 2423173 187.1319 347.3794  9.12890194101423,12/07/2025 17:51,TELSTAR 1,1962-029A,12/07/2025 12:10,9.12890194,0.2423173,44.7931,232.0243,187.1319,347.3794,10142,0.00082037,7.5e-07,0.0,9670.661,157.741,5635.894,949.157,PAYLOAD,US,10/07/1962,AFETR,,1962,29,13/07/2025 00:20,MEO,0,23014,LARGE
341,0 DELTA 1 R/B,1 00341U 62029B   25193.10200027 -.00000110  00000-0 -64225-3 0  9995,2 00341  44.7995 130.4013 2426059 302.5889  47.3339  9.14321160104026,12/07/2025 17:51,DELTA 1 R/B,1962-029B,12/07/2025 02:26,9.1432116,0.2426059,44.7995,130.4013,302.5889,47.3339,10402,-0.00064225,-1.1e-06,0.0,9660.568,157.494,5626.144,938.722,ROCKET BODY,US,10/07/1962,AFETR,,1962,29,12/07/2025 04:53,MEO,0,23014,LARGE
342,0 ATLAS AGENA B R/B,1 00342U 62030  A 62206.31491250  .01540583 +19879-0 +00000-0 0  9991,2 00342 096.1239 311.4906 0017596 204.0534 313.7520 16.32325923001054,15/08/2004 23:35,ATLAS AGENA B R/B,1962-030A,25/07/1962 07:33,16.32325923,0.0017596,96.1239,311.4906,204.0534,313.752,105,0.0,0.01540583,0.19879,6564.437,88.217,197.853,174.751,ROCKET BODY,US,24/03/1962,AFETR,25/07/1962,1962,30,25/07/1962 15:06,LEO,1,123,LARGE
343,0 SAMOS 9 (FTV 2403),1 00343U 62030  B 62204.71510620  .02065364 +12419-1 +00000-0 0  9991,2 00343 096.1120 309.9028 0039477 211.5811 303.0367 16.31237195000797,15/08/2004 23:35,SAMOS 9 (FTV 2403),1962-030B,23/07/1962 17:09,16.31237195,0.0039477,96.112,309.9028,211.5811,303.0367,79,0.0,0.02065364,0.012419,6567.358,88.276,215.149,163.297,PAYLOAD,CIS,26/03/1962,PKMTR,27/07/1962,1962,30,24/07/1962 10:19,LEO,1,123,MEDIUM
344,0 FTV 1130,1 00344U 62031  A 62226.30574230  .05058448 +00000-0 +00000-0 0  9999,2 00344 070.2895 315.5727 0000000 119.5940 151.1389 16.44108128003908,15/08/2004 23:35,FTV 1130,1962-031A,14/08/1962 07:20,16.44108128,0.0,70.2895,315.5727,119.594,151.1389,390,0.0,0.05058448,0.0,6533.038,87.585,154.903,154.903,PAYLOAD,US,28/03/1962,AFWTR,14/08/1962,1962,31,14/08/1962 14:40,LEO,1,139,MEDIUM
345,0 FTV 1131,1 00345U 62032  A 62235.56875510  .05060203 +00000-0 +00000-0 0  9996,2 00345 071.0870 312.3753 0001686 104.7713 178.4220 16.31316547004257,15/08/2004 23:35,FTV 1131,1962-032A,23/08/1962 13:39,16.31316547,0.0001686,71.087,312.3753,104.7713,178.422,425,0.0,0.05060203,0.0,6567.145,88.272,190.117,187.903,PAYLOAD,US,30/03/1962,AFWTR,24/08/1962,1962,32,24/08/1962 03:18,LEO,1,147,MEDIUM
346,0 COSMOS 7 (SPUTNIK 17),1 00346U 62033  A 62211.32173179  .00134612 +00000-0 +00000-0 0  9999,2 00346 064.9536 113.9528 0114013 048.0896 312.8771 15.99241543000318,15/08/2004 23:35,COSMOS 7 (SPUTNIK 17),1962-033A,30/07/1962 07:43,15.99241543,0.0114013,64.9536,113.9528,48.0896,312.8771,31,0.0,0.00134612,0.0,6654.663,90.042,352.399,200.656,PAYLOAD,CIS,01/04/1962,PKMTR,01/08/1962,1962,33,30/07/1962 15:26,LEO,1,122,MEDIUM
347,0 SL-3 R/B,1 00347U 62033  B 62232.68064980  .06144249 +84809-1 +00000-0 0  9994,2 00347 064.9083 035.1934 0000000 050.9567 146.5304 16.40654256003750,15/08/2004 23:35,SL-3 R/B,1962-033B,20/08/1962 16:20,16.40654256,0.0,64.9083,35.1934,50.9567,146.5304,375,0.0,0.06144249,0.084809,6542.203,87.769,164.068,164.068,ROCKET BODY,CIS,03/04/1962,PKMTR,21/08/1962,1962,33,21/08/1962 08:40,LEO,1,140,LARGE
350,0 THOR ABLESTAR DEB,1 00350U 61015DQ  25193.25208946  .00000114  00000-0  81834-4 0  9991,2 00350  66.9126  21.1076 0120186  44.2922 316.7714 14.22346225314602,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DQ,12/07/2025 06:03,14.22346225,0.0120186,66.9126,21.1076,44.2922,316.7714,31460,8.18e-05,1.14e-06,0.0,7195.566,101.241,903.912,730.95,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 12:06,LEO,0,23390,SMALL
351,0 THOR ABLESTAR DEB,1 00351U 61015DR  25193.46623576  .00006325  00000-0  88062-3 0  9994,2 00351  66.7451 330.6034 0031712 236.8718 122.9361 14.78083789327380,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DR,12/07/2025 11:11,14.78083789,0.0031712,66.7451,330.6034,236.8718,122.9361,32738,0.00088062,6.33e-05,0.0,7013.516,97.423,657.622,613.14,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 22:22,LEO,0,23390,SMALL
352,0 THOR ABLESTAR DEB,1 00352U 61015 DS 66336.91766311  .05097409 +68342-1 +00000-0 0  9999,2 00352 066.4803 098.9116 0022881 280.0412 079.6747 16.08645569295861,15/08/2004 23:35,THOR ABLESTAR DEB,1961-015DS,02/12/1966 22:01,16.08645569,0.0022881,66.4803,98.9116,280.0412,79.6747,29586,0.0,0.05097409,0.068342,6628.702,89.516,265.734,235.4,DEBRIS,US,05/04/1961,AFWTR,10/12/1966,1961,15,03/12/1966 20:02,LEO,1,2075,SMALL
353,0 THOR ABLESTAR DEB,1   353U 61015DT  23182.55890822  .13849844  63888-5  41731-2 0  9996,2   353  66.4475  27.5831 0021606 258.9838 100.8925 16.25908840241194,01/07/2023 22:46,THOR ABLESTAR DEB,1961-015DT,01/07/2023 13:24,16.2590884,0.0021606,66.4475,27.5831,258.9838,100.8925,24119,0.0041731,0.13849844,6.39e-06,6581.694,88.566,217.78,189.339,DEBRIS,US,29/06/1961,AFETR,01/07/2023,1961,15,02/07/2023 02:49,LEO,1,22647,SMALL
354,0 THOR ABLESTAR DEB,1 00354U 61015DU  25193.59727591 -.00000035  00000-0  46840-4 0  9995,2 00354  67.0657 144.6960 0167780 189.5782 350.7737 13.49278884432054,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DU,12/07/2025 14:20,13.49278884,0.016778,67.0657,144.696,189.5782,350.7737,43205,4.68e-05,-3.5e-07,0.0,7453.05,106.724,1199.962,949.868,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 04:40,LEO,0,23390,SMALL
355,0 THOR ABLESTAR DEB,1 00355U 61015DV  25193.31995743  .00000530  00000-0  10230-2 0  9993,2 00355  67.2267  29.1218 0236385  87.1525  94.1833 13.33739375103694,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DV,12/07/2025 07:40,13.33739375,0.0236385,67.2267,29.1218,87.1525,94.1833,10369,0.001023,5.3e-06,0.0,7510.829,107.967,1310.238,955.149,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 15:21,LEO,0,23390,SMALL
356,0 THOR ABLESTAR DEB,1 00356U 61015 DW 81031.45086654 -.81817579 +61626-1 +52636-1 0  9990,2 00356 066.9553 305.3894 0010256 172.9302 187.2804 15.99069767006443,16/08/2004 23:12,THOR ABLESTAR DEB,1961-015DW,31/01/1981 10:49,15.99069767,0.0010256,66.9553,305.3894,172.9302,187.2804,644,0.052636,-0.81817579,0.061626,6655.139,90.052,283.83,270.179,DEBRIS,US,29/06/1961,AFETR,02/02/1981,1961,15,31/01/1981 21:38,LEO,1,7158,SMALL
357,0 THOR ABLESTAR DEB,1 00357U 61015DX  25193.53085494  .00000502  00000-0  33803-3 0  9993,2 00357  66.8090  20.8564 0003743  61.9056 298.2410 14.08680662248006,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015DX,12/07/2025 12:44,14.08680662,0.0003743,66.809,20.8564,61.9056,298.241,24800,0.00033803,5.02e-06,0.0,7242.027,102.223,866.603,861.181,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 01:28,LEO,0,23390,SMALL
358,0 THOR ABLESTAR DEB,1 00358U 61015 DY 66234.65915963  .00709729 +96701-3 +00000-0 0  9994,2 00358 066.2728 333.9474 0022976 002.2377 357.8687 15.82425972280806,15/08/2004 23:35,THOR ABLESTAR DEB,1961-015DY,22/08/1966 15:49,15.82425972,0.0022976,66.2728,333.9474,2.2377,357.8687,28080,0.0,0.00709729,0.00096701,6701.723,90.999,338.986,308.19,DEBRIS,US,07/04/1961,AFWTR,31/08/1966,1961,15,23/08/1966 07:38,LEO,1,1972,SMALL
359,0 THOR ABLESTAR DEB,1 00359U 61015 DZ 65241.65373022  .02386970 +18040-1 +00000-0 0  9995,2 00359 067.0098 288.2147 0013317 332.2665 027.7740 16.19668662229970,15/08/2004 23:35,THOR ABLESTAR DEB,1961-015DZ,29/08/1965 15:41,16.19668662,0.0013317,67.0098,288.2147,332.2665,27.774,22997,0.0,0.0238697,0.01804,6598.592,88.907,229.245,211.67,DEBRIS,US,09/04/1961,AFWTR,31/08/1965,1961,15,30/08/1965 07:22,LEO,1,1605,SMALL
360,0 FTV 1152,1 00360U 62034  A 62236.82980040  .02888713 +16839-1 +00000-0 0  9999,2 00360 082.2456 353.9472 0015843 070.8433 172.0392 16.25584046003656,15/08/2004 23:35,FTV 1152,1962-034A,24/08/1962 19:54,16.25584046,0.0015843,82.2456,353.9472,70.8433,172.0392,365,0.0,0.02888713,0.016839,6582.575,88.583,214.869,194.011,PAYLOAD,US,05/04/1962,AFWTR,26/08/1962,1962,34,25/08/1962 15:49,LEO,1,143,MEDIUM
361,0 SAMOS 10 (FTV 2404),1 00361U 62035  A 62217.97373920  .02150073 +00000-0 +00000-0 0  9992,2 00361 096.3000 281.7531 0000006 163.6338 336.0930 16.26151854000040,15/08/2004 23:35,SAMOS 10 (FTV 2404),1962-035A,05/08/1962 23:22,16.26151854,6e-07,96.3,281.7531,163.6338,336.093,4,0.0,0.02150073,0.0,6581.042,88.552,202.911,202.903,PAYLOAD,CIS,09/04/1962,PKMTR,06/08/1962,1962,35,06/08/1962 22:44,LEO,1,119,MEDIUM
362,0 FTV 1152 DEB,1 00362U 62034  B 62218.08637609  .07092781 +00000-0 +00000-0 0  9998,2 00362 082.2026 015.6934 0232555 138.0550 064.3378 15.70554558000652,15/08/2004 23:35,FTV 1152 DEB,1962-034B,06/08/1962 02:04,15.70554558,0.0232555,82.2026,15.6934,138.055,64.3378,65,0.0,0.07092781,0.0,6735.452,91.687,513.953,200.681,DEBRIS,US,07/04/1962,AFWTR,08/08/1962,1962,34,06/08/1962 04:08,LEO,1,123,SMALL
363,0 VOSTOK 3,1 00363U 62036  A 62226.04441590  .00777458 +00000-0 +00000-0 0  9992,2 00363 064.9574 112.3949 0031811 091.5844 268.7947 16.34937053000445,15/08/2004 23:35,VOSTOK 3,1962-036A,14/08/1962 01:03,16.34937053,0.0031811,64.9574,112.3949,91.5844,268.7947,44,0.0,0.00777458,0.0,6557.446,88.076,200.171,158.451,PAYLOAD,CIS,11/04/1962,PKMTR,15/08/1962,1962,36,14/08/1962 02:07,LEO,1,126,MEDIUM
364,0 SL-3 R/B,1 00364U 62036  B 62225.12375290  .06547488 +00000-0 +00000-0 0  9998,2 00364 064.8177 115.9016 0000000 085.1026 024.1194 16.45219833000297,15/08/2004 23:35,SL-3 R/B,1962-036B,13/08/1962 02:58,16.45219833,0.0,64.8177,115.9016,85.1026,24.1194,29,0.0,0.06547488,0.0,6530.094,87.526,151.959,151.959,ROCKET BODY,CIS,13/04/1962,PKMTR,14/08/1962,1962,36,13/08/1962 05:56,LEO,1,123,LARGE
365,0 VOSTOK 4,1 00365U 62037  A 62226.04669118  .00573069 +00000-0 +00000-0 0  9995,2 00365 064.9972 110.2319 0035705 089.4962 270.9128 16.32289505000288,15/08/2004 23:35,VOSTOK 4,1962-037A,14/08/1962 01:07,16.32289505,0.0035705,64.9972,110.2319,89.4962,270.9128,28,0.0,0.00573069,0.0,6564.535,88.219,209.839,162.961,PAYLOAD,CIS,15/04/1962,PKMTR,15/08/1962,1962,37,14/08/1962 02:14,LEO,1,122,MEDIUM
366,0 SL-3 R/B,1 00366U 62037  B 62226.28909539  .07108633 +00000-0 +00000-0 0  9994,2 00366 064.9600 111.4636 0031800 091.4693 023.3561 16.45047839000320,15/08/2004 23:35,SL-3 R/B,1962-037B,14/08/1962 06:56,16.45047839,0.00318,64.96,111.4636,91.4693,23.3561,32,0.0,0.07108633,0.0,6530.55,87.535,173.182,131.647,ROCKET BODY,CIS,17/04/1962,PKMTR,14/08/1962,1962,37,14/08/1962 13:52,LEO,1,119,LARGE
367,0 COSMOS 8 (SPUTNIK 18),1 00367U 62038  A 63228.01187180  .01650033 +00000-0 +00000-0 0  9990,2 00367 048.9173 177.3722 0015351 052.3843 307.7549 16.35614511057144,15/08/2004 23:35,COSMOS 8 (SPUTNIK 18),1962-038A,16/08/1963 00:17,16.35614511,0.0015351,48.9173,177.3722,52.3843,307.7549,5714,0.0,0.01650033,0.0,6555.635,88.04,187.564,167.437,PAYLOAD,CIS,19/04/1962,PKMTR,17/08/1963,1962,38,16/08/1963 00:34,LEO,1,485,MEDIUM
368,0 SL-7 R/B,1 00368U 62038  B 62351.75304010  .01827420 +00000-0 +00000-0 0  9997,2 00368 049.0425 051.4395 0020257 006.4570 353.5634 16.18694304019100,15/08/2004 23:35,SL-7 R/B,1962-038B,17/12/1962 18:04,16.18694304,0.0020257,49.0425,51.4395,6.457,353.5634,1910,0.0,0.0182742,0.0,6601.24,88.96,236.477,209.733,ROCKET BODY,CIS,21/04/1962,PKMTR,19/12/1962,1962,38,18/12/1962 12:08,LEO,1,242,LARGE
369,0 FTV 3502,1 00369U 62039A   25193.57205235  .00001339  00000-0  13456-3 0  9995,2 00369  98.4982 247.6804 0081840 152.1120 208.4519 14.90781900364982,12/07/2025 17:51,FTV 3502,1962-039A,12/07/2025 13:43,14.907819,0.008184,98.4982,247.6804,152.112,208.4519,36498,0.00013456,1.34e-05,0.0,6973.633,96.594,652.57,538.426,PAYLOAD,US,23/08/1962,AFWTR,,1962,39,13/07/2025 03:27,LEO,0,22970,MEDIUM
