order_id,order_date,product,product_category,perishable,product_risk_weight,shelf_life_days,supplier,supplier_id,supplier_region,supplier_type,supplier_scale,supplier_reliability,supplier_risk_score,quantity_kg,price_per_kg,total_value_zar,promised_days,actual_days,delay_days,expected_delivery_date,actual_delivery_date,on_time,year,month,quarter,weekday,price_zscore,is_spike
ORD-145576,2022-01-04,Artichokes,Premium Vegetables,True,0.9,7,Western Cape Large Vegetables,6,Western Cape,Local,Large,0.914,73.4,329,41.34,13600.86,5,5,0,2022-01-09,2022-01-09,1,2022,1,1,1,-0.49197019832882916,False
ORD-136309,2022-01-04,Potatoes Sweet,Roots,False,0.38,45,Netherlands Medium Imports,57,Netherlands,International,Medium,0.92,84.4,318,20.87,6636.66,9,14,5,2022-01-13,2022-01-18,0,2022,1,1,1,1.5985738728542684,False
ORD-123037,2022-01-04,Mangoes,Fruits,True,0.85,10,Northern Cape Medium Dates,52,Northern Cape,Local,Medium,0.692,52.2,333,21.18,7052.94,2,4,2,2022-01-06,2022-01-08,0,2022,1,1,1,-0.9151880637962144,False
ORD-134554,2022-01-04,Brussels Sprouts,Vegetables,True,0.84,10,Eastern Cape Medium Livestock,22,Eastern Cape,Local,Medium,0.778,56.0,235,24.64,5790.4,3,5,2,2022-01-07,2022-01-09,0,2022,1,1,1,-0.21126618025094096,False
ORD-168255,2022-01-04,Zucchini,Vegetables,True,0.85,7,Western Cape Large Premium,5,Western Cape,Local,Large,0.933,71.3,539,19.63,10580.57,5,6,1,2022-01-09,2022-01-10,0,2022,1,1,1,1.0356978310161065,False
ORD-188775,2022-01-04,Butternut Squash,Vegetables,False,0.4,60,North West Large Maize,41,North West,Local,Large,0.745,66.5,642,18.94,12159.48,2,4,2,2022-01-06,2022-01-08,0,2022,1,1,1,0.4504494433350396,False
ORD-190718,2022-01-04,Tomatoes,Vegetables,True,0.85,7,KwaZulu-Natal Large Vegetables,18,KwaZulu-Natal,Local,Large,0.84,67.0,184,9.66,1777.44,4,5,1,2022-01-08,2022-01-09,0,2022,1,1,1,-1.5214943566908974,False
ORD-193494,2022-01-04,Tomatoes,Vegetables,True,0.85,7,North West Medium Maize,39,North West,Local,Medium,0.771,60.1,322,11.17,3596.74,4,5,1,2022-01-08,2022-01-09,0,2022,1,1,1,-1.084510486061785,False
ORD-150136,2022-01-04,Butternut Squash,Vegetables,False,0.4,60,North West Medium Sunflowers,40,North West,Local,Medium,0.723,64.3,174,17.75,3088.5,4,5,1,2022-01-08,2022-01-09,0,2022,1,1,1,0.13539276296927658,False
ORD-159848,2022-01-04,Carrots,Roots,False,0.35,30,Western Cape Small Premium,1,Western Cape,Local,Small,0.953,88.3,384,14.44,5544.96,3,3,0,2022-01-07,2022-01-07,1,2022,1,1,1,1.4159480380809277,False
ORD-142635,2022-01-04,Zucchini,Vegetables,True,0.85,7,Mpumalanga Small Tropical,25,Mpumalanga,Local,Small,0.791,62.1,174,13.71,2385.54,5,7,2,2022-01-09,2022-01-11,0,2022,1,1,1,-0.5865749259946578,False
ORD-184212,2022-01-04,Rosemary,Herbs,True,0.9,10,USA Large Imports,60,USA,International,Large,0.91,53.0,550,59.46,32703.0,12,27,15,2022-01-16,2022-01-31,0,2022,1,1,1,1.4592448588045315,False
ORD-162217,2022-01-04,Organic Berries Mix,Premium Fruits,True,1.0,3,USA Medium Imports,59,USA,International,Medium,0.882,53.2,219,123.96,27147.24,14,29,15,2022-01-18,2022-02-02,0,2022,1,1,1,1.2499199793089517,False
ORD-169746,2022-01-04,Bananas,Fruits,True,0.75,10,USA Large Imports,60,USA,International,Large,0.91,56.0,247,11.21,2768.87,13,26,13,2022-01-17,2022-01-30,0,2022,1,1,1,-0.17626953308394092,False
ORD-150844,2022-01-04,Broccoli,Vegetables,True,0.82,7,North West Large Maize,41,North West,Local,Large,0.745,53.1,277,25.28,7002.56,2,16,14,2022-01-06,2022-01-20,0,2022,1,1,1,1.181018437105861,False
ORD-175452,2022-01-04,Mint,Herbs,True,0.92,7,Western Cape Medium Premium,3,Western Cape,Local,Medium,0.962,77.8,248,36.72,9106.56,3,3,0,2022-01-07,2022-01-07,1,2022,1,1,1,-0.32195320811437494,False
ORD-155824,2022-01-05,Avocados Hass,Fruits,True,0.88,7,USA Medium Imports,59,USA,International,Medium,0.882,55.6,119,56.3,6699.7,13,27,14,2022-01-18,2022-02-01,0,2022,1,1,2,1.1469563585295535,False
ORD-147397,2022-01-05,White Rice,Grains,False,0.18,365,Gauteng Large Grains,12,Gauteng,Local,Large,0.886,85.0,338,16.91,5715.58,2,2,0,2022-01-07,2022-01-07,1,2022,1,1,2,0.7482278406147376,False
ORD-197026,2022-01-05,Fresh Cilantro,Herbs,True,0.95,5,Chile Large Imports,64,Chile,International,Large,0.809,46.9,697,58.03,40446.91,16,35,19,2022-01-21,2022-02-09,0,2022,1,1,2,0.4475792369134396,False
ORD-158995,2022-01-05,Green Beans,Vegetables,True,0.86,7,Free State Small Grains,31,Free State,Local,Small,0.797,62.5,178,19.83,3529.74,3,4,1,2022-01-08,2022-01-09,0,2022,1,1,2,-0.6895216871667987,False
ORD-173977,2022-01-05,Pineapples,Fruits,False,0.55,21,North West Medium Sunflowers,40,North West,Local,Medium,0.723,61.3,169,25.3,4275.7,2,13,11,2022-01-07,2022-01-18,0,2022,1,1,2,-1.171190287501287,False
ORD-156374,2022-01-05,Apples Green,Fruits,False,0.4,90,North West Small Sunflowers,38,North West,Local,Small,0.752,67.2,364,26.87,9780.68,5,6,1,2022-01-10,2022-01-11,0,2022,1,1,2,-0.014342016643890218,False
ORD-107279,2022-01-05,Spinach,Vegetables,True,0.92,5,Limpopo Medium Avocados,46,Limpopo,Local,Medium,0.673,48.9,212,16.12,3417.44,4,11,7,2022-01-09,2022-01-16,0,2022,1,1,2,-0.5486048803831379,False
ORD-179651,2022-01-05,Artichokes,Premium Vegetables,True,0.9,7,Western Cape Small Premium,1,Western Cape,Local,Small,0.953,72.3,493,58.54,28860.22,2,2,0,2022-01-07,2022-01-07,1,2022,1,1,2,1.0223541735418225,False
ORD-185675,2022-01-05,Chickpeas,Grains,False,0.22,365,KwaZulu-Natal Medium Vegetables,16,KwaZulu-Natal,Local,Medium,0.876,83.2,851,19.76,16815.76,3,5,2,2022-01-08,2022-01-10,0,2022,1,1,2,0.05554198999311825,False
ORD-131569,2022-01-05,Eggplant,Vegetables,True,0.82,10,Limpopo Medium Avocados,46,Limpopo,Local,Medium,0.673,50.9,83,19.12,1586.96,2,6,4,2022-01-07,2022-01-11,0,2022,1,1,2,-0.37738962704025075,False
ORD-125334,2022-01-05,Lettuce Romaine,Vegetables,True,0.88,7,India Large Imports,72,India,International,Large,0.703,37.7,472,9.74,4597.28,16,33,17,2022-01-21,2022-02-07,0,2022,1,1,2,-1.094230476131854,False
ORD-184706,2022-01-05,Potatoes Sweet,Roots,False,0.38,45,Eastern Cape Small Livestock,20,Eastern Cape,Local,Small,0.829,75.3,412,16.1,6633.2,5,7,2,2022-01-10,2022-01-12,0,2022,1,1,2,0.07548189814308665,False
ORD-151060,2022-01-05,Lettuce Iceberg,Vegetables,True,0.88,7,USA Large Imports,60,USA,International,Large,0.91,53.4,311,9.34,2904.74,14,28,14,2022-01-19,2022-02-02,0,2022,1,1,2,-0.5428724324404642,False
ORD-105377,2022-01-05,Dragon Fruit,Premium Fruits,True,0.92,7,Eastern Cape Medium Livestock,22,Eastern Cape,Local,Medium,0.778,54.4,313,85.83,26864.79,2,4,2,2022-01-07,2022-01-09,0,2022,1,1,2,0.7709489825926777,False
ORD-139556,2022-01-05,Strawberries,Fruits,True,0.94,5,Western Cape Medium Vegetables,4,Western Cape,Local,Medium,0.977,73.9,726,61.97,44990.22,5,6,1,2022-01-10,2022-01-11,0,2022,1,1,2,1.21101187552135,False
ORD-186650,2022-01-05,Lettuce Romaine,Vegetables,True,0.88,7,Western Cape Medium Premium,3,Western Cape,Local,Medium,0.962,78.6,494,8.57,4233.58,4,4,0,2022-01-09,2022-01-09,1,2022,1,1,2,-1.4605350954708725,False
ORD-188232,2022-01-05,Mangoes,Fruits,True,0.85,10,KwaZulu-Natal Medium Subtropical,15,KwaZulu-Natal,Local,Medium,0.88,71.0,168,43.73,7346.64,4,5,1,2022-01-09,2022-01-10,0,2022,1,1,2,2.496697498200542,True
ORD-197965,2022-01-05,Bell Peppers Green,Vegetables,True,0.84,10,North West Small Maize,37,North West,Local,Small,0.768,60.0,473,23.97,11337.81,4,5,1,2022-01-09,2022-01-10,0,2022,1,1,2,0.2836749165656001,False
ORD-163243,2022-01-05,Cabbage,Vegetables,False,0.45,21,KwaZulu-Natal Small Vegetables,14,KwaZulu-Natal,Local,Small,0.815,72.5,128,11.95,1529.6,3,4,1,2022-01-08,2022-01-09,0,2022,1,1,2,1.0767579837178318,False
ORD-121676,2022-01-05,Dragon Fruit,Premium Fruits,True,0.92,7,Mpumalanga Small Vegetables,26,Mpumalanga,Local,Small,0.77,53.6,647,83.68,54140.96,5,13,8,2022-01-10,2022-01-18,0,2022,1,1,2,0.6564136524029801,False
ORD-153831,2022-01-05,Fresh Cilantro,Herbs,True,0.95,5,Mpumalanga Medium Vegetables,28,Mpumalanga,Local,Medium,0.792,60.2,390,60.39,23552.1,5,7,2,2022-01-10,2022-01-12,0,2022,1,1,2,0.6262143438310392,False
ORD-100418,2022-01-05,Radishes,Roots,True,0.7,10,Netherlands Large Imports,58,Netherlands,International,Large,0.958,66.8,728,11.03,8029.84,7,15,8,2022-01-12,2022-01-20,0,2022,1,1,2,0.4858003349703467,False
ORD-168483,2022-01-05,Asparagus,Premium Vegetables,True,0.92,7,USA Large Imports,60,USA,International,Large,0.91,52.6,1666,67.91,113138.06,13,30,17,2022-01-18,2022-02-04,0,2022,1,1,2,1.269312483478196,False
ORD-139956,2022-01-05,Radishes,Roots,True,0.7,10,Free State Large Grains,35,Free State,Local,Large,0.746,55.6,293,12.57,3683.01,5,6,1,2022-01-10,2022-01-11,0,2022,1,1,2,1.1422392836669188,False
ORD-115695,2022-01-05,Apples Green,Fruits,False,0.4,90,Western Cape Medium Premium,3,Western Cape,Local,Medium,0.962,88.2,285,28.47,8113.95,3,3,0,2022-01-08,2022-01-08,1,2022,1,1,2,0.26772198613755094,False
ORD-185005,2022-01-05,Mint,Herbs,True,0.92,7,Gauteng Small Distribution,7,Gauteng,Local,Small,0.857,62.3,468,46.16,21602.88,2,3,1,2022-01-07,2022-01-08,0,2022,1,1,2,0.6754605248142033,False
ORD-171090,2022-01-05,Lettuce Iceberg,Vegetables,True,0.88,7,Limpopo Large Avocados,48,Limpopo,Local,Large,0.669,49.3,837,7.61,6369.57,4,9,5,2022-01-09,2022-01-14,0,2022,1,1,2,-1.1724089017790253,False
ORD-192467,2022-01-05,Blueberries,Fruits,True,0.96,7,Gauteng Large Distribution,11,Gauteng,Local,Large,0.928,73.6,1023,40.04,40960.92,2,4,2,2022-01-07,2022-01-09,0,2022,1,1,2,-1.7142199768503534,False
ORD-154551,2022-01-05,Strawberries,Fruits,True,0.94,5,China Medium Imports,69,China,International,Medium,0.746,40.8,421,41.16,17328.36,18,40,22,2022-01-23,2022-02-14,0,2022,1,1,2,-0.5239220226135619,False
ORD-134461,2022-01-05,Baby Kale,Premium Vegetables,True,0.96,4,Netherlands Medium Imports,57,Netherlands,International,Medium,0.92,52.8,454,64.5,29283.0,8,15,7,2022-01-13,2022-01-20,0,2022,1,1,2,1.932988863418295,False
ORD-164239,2022-01-05,Potatoes Sweet,Roots,False,0.38,45,Free State Small Grains,31,Free State,Local,Small,0.797,72.1,170,38.86,6606.2,2,3,1,2022-01-07,2022-01-08,0,2022,1,1,2,7.342897693620339,True
ORD-156977,2022-01-05,Organic Avocados,Premium Fruits,True,0.98,5,KwaZulu-Natal Small Vegetables,14,KwaZulu-Natal,Local,Small,0.815,56.9,69,88.61,6114.09,2,3,1,2022-01-07,2022-01-08,0,2022,1,1,2,0.31905427943617753,False
ORD-114777,2022-01-05,Spinach,Vegetables,True,0.92,5,KwaZulu-Natal Small Vegetables,14,KwaZulu-Natal,Local,Small,0.815,58.1,153,19.4,2968.2,5,6,1,2022-01-10,2022-01-11,0,2022,1,1,2,0.19191168467092692,False
ORD-103904,2022-01-05,Rainbow Chard,Premium Vegetables,True,0.94,5,Peru Medium Imports,65,Peru,International,Medium,0.851,51.3,1049,43.26,45379.74,15,32,17,2022-01-20,2022-02-06,0,2022,1,1,2,0.38093187801359935,False
ORD-143696,2022-01-05,Grapes Red,Fruits,True,0.8,14,Western Cape Large Premium,5,Western Cape,Local,Large,0.933,72.3,230,30.75,7072.5,4,4,0,2022-01-09,2022-01-09,1,2022,1,1,2,-1.2012807621182666,False
ORD-164104,2022-01-05,Rosemary,Herbs,True,0.9,10,Mpumalanga Large Vegetables,30,Mpumalanga,Local,Large,0.754,57.4,784,41.4,32457.6,2,6,4,2022-01-07,2022-01-11,0,2022,1,1,2,-0.21118877071562248,False
ORD-198521,2022-01-05,Microgreens Mix,Premium Vegetables,True,1.0,2,Northern Cape Large Grapes,53,Northern Cape,Local,Large,0.664,46.4,327,51.77,16928.79,5,9,4,2022-01-10,2022-01-14,0,2022,1,1,2,-0.5181558316451934,False
ORD-162526,2022-01-05,Garlic,Roots,False,0.5,180,Western Cape Large Vegetables,6,Western Cape,Local,Large,0.914,81.4,270,66.6,17982.0,5,5,0,2022-01-10,2022-01-10,1,2022,1,1,2,0.3637575234147647,False
ORD-132613,2022-01-05,Baby Kale,Premium Vegetables,True,0.96,4,KwaZulu-Natal Small Subtropical,13,KwaZulu-Natal,Local,Small,0.889,69.7,234,47.31,11070.54,4,5,1,2022-01-09,2022-01-10,0,2022,1,1,2,0.3561198951557219,False
ORD-187404,2022-01-05,Cucumbers,Vegetables,True,0.83,8,USA Medium Imports,59,USA,International,Medium,0.882,56.6,279,22.81,6363.99,15,29,14,2022-01-20,2022-02-03,0,2022,1,1,2,1.2378300204233683,False
ORD-123054,2022-01-05,Onions Red,Roots,False,0.3,90,Italy Large Imports,62,Italy,International,Large,0.894,83.4,271,13.46,3647.66,12,22,10,2022-01-17,2022-01-27,0,2022,1,1,2,1.1689278580995477,False
ORD-186138,2022-01-05,White Rice,Grains,False,0.18,365,Italy Large Imports,62,Italy,International,Large,0.894,85.8,91,18.05,1642.55,10,18,8,2022-01-15,2022-01-23,0,2022,1,1,2,1.1283691854728197,False
ORD-189469,2022-01-05,Organic Berries Mix,Premium Fruits,True,1.0,3,Spain Medium Imports,55,Spain,International,Medium,0.876,52.6,80,103.87,8309.6,9,19,10,2022-01-14,2022-01-24,0,2022,1,1,2,0.4135005707267154,False
ORD-142828,2022-01-05,Mint,Herbs,True,0.92,7,Gauteng Large Distribution,11,Gauteng,Local,Large,0.928,74.4,261,39.39,10280.79,5,10,5,2022-01-10,2022-01-15,0,2022,1,1,2,-0.039845722211906076,False
ORD-193046,2022-01-05,Organic Quinoa,Grains,False,0.25,365,KwaZulu-Natal Small Subtropical,13,KwaZulu-Natal,Local,Small,0.889,83.9,222,71.25,15817.5,3,4,1,2022-01-08,2022-01-09,0,2022,1,1,2,0.30475926578212853,False
ORD-162143,2022-01-05,Zucchini,Vegetables,True,0.85,7,Eastern Cape Medium Citrus,21,Eastern Cape,Local,Medium,0.816,59.6,83,17.51,1453.33,5,7,2,2022-01-10,2022-01-12,0,2022,1,1,2,0.4547488031676577,False
ORD-130818,2022-01-05,Brussels Sprouts,Vegetables,True,0.84,10,China Medium Imports,69,China,International,Medium,0.746,42.8,217,27.77,6026.09,19,40,21,2022-01-24,2022-02-14,0,2022,1,1,2,0.27306105642723744,False
ORD-111982,2022-01-05,Strawberries,Fruits,True,0.94,5,Western Cape Small Vegetables,2,Western Cape,Local,Small,0.919,68.1,158,63.86,10089.88,4,4,0,2022-01-09,2022-01-09,1,2022,1,1,2,1.368581556803185,False
ORD-176621,2022-01-05,Apples Red,Fruits,False,0.4,90,Free State Large Grains,35,Free State,Local,Large,0.746,66.6,113,32.31,3651.03,5,7,2,2022-01-10,2022-01-12,0,2022,1,1,2,1.5664161351994264,False
ORD-163683,2022-01-05,Organic Quinoa,Grains,False,0.25,365,Free State Large Potatoes,36,Free State,Local,Large,0.738,68.8,105,64.52,6774.6,3,4,1,2022-01-08,2022-01-09,0,2022,1,1,2,-0.1851685217925388,False
ORD-123724,2022-01-05,Zucchini,Vegetables,True,0.85,7,KwaZulu-Natal Small Subtropical,13,KwaZulu-Natal,Local,Small,0.889,61.9,1011,14.27,14426.97,3,7,4,2022-01-08,2022-01-12,0,2022,1,1,2,-0.4331166922233695,False
ORD-154484,2022-01-05,Lettuce Iceberg,Vegetables,True,0.88,7,North West Large Sunflowers,42,North West,Local,Large,0.746,57.0,843,7.74,6524.82,3,5,2,2022-01-08,2022-01-10,0,2022,1,1,2,-1.1251026931004053,False
ORD-173657,2022-01-05,Fresh Basil,Herbs,True,0.96,5,North West Small Sunflowers,38,North West,Local,Small,0.752,56.0,257,65.57,16851.49,2,3,1,2022-01-07,2022-01-08,0,2022,1,1,2,0.3647102777175038,False
ORD-101048,2022-01-05,Bell Peppers Red,Vegetables,True,0.86,10,Eastern Cape Large Citrus,23,Eastern Cape,Local,Large,0.766,54.4,421,29.71,12507.91,5,7,2,2022-01-10,2022-01-12,0,2022,1,1,2,0.3605315976304998,False
ORD-119740,2022-01-05,Oranges Navel,Fruits,False,0.38,45,Mpumalanga Small Vegetables,26,Mpumalanga,Local,Small,0.77,69.4,241,22.87,5511.67,3,5,2,2022-01-08,2022-01-10,0,2022,1,1,2,0.1985437355934569,False
ORD-170118,2022-01-05,Organic Avocados,Premium Fruits,True,0.98,5,Northern Cape Medium Dates,52,Northern Cape,Local,Medium,0.692,49.6,149,86.32,12861.68,4,6,2,2022-01-09,2022-01-11,0,2022,1,1,2,0.21270703918667627,False
ORD-190545,2022-01-05,Celery,Vegetables,True,0.78,14,Spain Medium Imports,55,Spain,International,Medium,0.876,57.0,371,15.32,5683.72,9,18,9,2022-01-14,2022-01-23,0,2022,1,1,2,0.4489942701815778,False
ORD-131123,2022-01-05,Strawberries,Fruits,True,0.94,5,Eastern Cape Large Livestock,24,Eastern Cape,Local,Large,0.768,53.0,153,50.65,7749.45,5,7,2,2022-01-10,2022-01-12,0,2022,1,1,2,0.2672611918650693,False
ORD-151998,2022-01-05,Asparagus,Premium Vegetables,True,0.92,7,Northern Cape Large Grapes,53,Northern Cape,Local,Large,0.664,48.0,276,55.28,15257.28,4,9,5,2022-01-09,2022-01-14,0,2022,1,1,2,0.2927297419074743,False
ORD-190565,2022-01-05,Apples Green,Fruits,False,0.4,90,Gauteng Medium Distribution,9,Gauteng,Local,Medium,0.875,79.5,523,26.76,13995.48,5,6,1,2022-01-10,2022-01-11,0,2022,1,1,2,-0.033733916835114224,False
ORD-139017,2022-01-05,Asparagus,Premium Vegetables,True,0.92,7,North West Large Sunflowers,42,North West,Local,Large,0.746,56.2,436,50.86,22174.96,2,22,20,2022-01-07,2022-01-27,0,2022,1,1,2,-0.049035556409437187,False
ORD-123021,2022-01-05,Spinach,Vegetables,True,0.92,5,Peru Medium Imports,65,Peru,International,Medium,0.851,51.7,629,18.49,11630.21,13,29,16,2022-01-18,2022-02-03,0,2022,1,1,2,-0.013536508682487583,False
ORD-164025,2022-01-05,Celery,Vegetables,True,0.78,14,Chile Large Imports,64,Chile,International,Large,0.809,50.3,155,18.83,2918.65,16,32,16,2022-01-21,2022-02-06,0,2022,1,1,2,1.443492211364709,False
ORD-184066,2022-01-05,Garlic,Roots,False,0.5,180,North West Medium Sunflowers,40,North West,Local,Medium,0.723,62.3,719,76.35,54895.65,3,5,2,2022-01-08,2022-01-10,0,2022,1,1,2,1.0285689521289476,False
ORD-192927,2022-01-05,Cucumbers,Vegetables,True,0.83,8,Netherlands Medium Imports,57,Netherlands,International,Medium,0.92,55.4,123,22.54,2772.42,8,15,7,2022-01-13,2022-01-20,0,2022,1,1,2,1.175005674290446,False
ORD-191481,2022-01-06,Grapes Red,Fruits,True,0.8,14,Western Cape Large Vegetables,6,Western Cape,Local,Large,0.914,75.4,470,21.51,10109.7,2,2,0,2022-01-08,2022-01-08,1,2022,1,1,3,-2.0737985637830643,False
ORD-137138,2022-01-06,Brussels Sprouts,Vegetables,True,0.84,10,Thailand Large Imports,68,Thailand,International,Large,0.719,40.1,225,28.53,6419.25,18,39,21,2022-01-24,2022-02-14,0,2022,1,1,3,0.39066128002960687,False
ORD-108067,2022-01-06,Cucumbers,Vegetables,True,0.83,8,Gauteng Medium Distribution,9,Gauteng,Local,Medium,0.875,70.9,264,18.11,4781.04,5,5,0,2022-01-11,2022-01-11,1,2022,1,1,3,0.1442210321836081,False
ORD-124349,2022-01-06,Blueberries,Fruits,True,0.96,7,Mpumalanga Medium Vegetables,28,Mpumalanga,Local,Medium,0.792,60.0,500,110.83,55415.0,2,4,2,2022-01-08,2022-01-10,0,2022,1,1,3,2.097663648482745,True
ORD-147531,2022-01-06,Oranges Navel,Fruits,False,0.38,45,Eastern Cape Small Livestock,20,Eastern Cape,Local,Small,0.829,75.3,830,23.01,19098.3,4,7,3,2022-01-10,2022-01-13,0,2022,1,1,3,0.22867905679066325,False
ORD-165252,2022-01-06,Rosemary,Herbs,True,0.9,10,Netherlands Large Imports,58,Netherlands,International,Large,0.958,62.8,464,55.24,25631.36,10,17,7,2022-01-16,2022-01-23,0,2022,1,1,3,1.0689220505777848,False
ORD-173599,2022-01-06,Organic Butter Lettuce,Premium Vegetables,True,0.98,3,Mpumalanga Medium Tropical,27,Mpumalanga,Local,Medium,0.762,56.6,306,21.6,6609.6,3,5,2,2022-01-09,2022-01-11,0,2022,1,1,3,-0.9863336483887731,False
ORD-185349,2022-01-06,Potatoes Sweet,Roots,False,0.38,45,China Medium Imports,69,China,International,Medium,0.746,67.0,505,16.57,8367.85,17,36,19,2022-01-23,2022-02-11,0,2022,1,1,3,0.22555595015865346,False
ORD-185407,2022-01-06,Cabbage,Vegetables,False,0.45,21,North West Large Sunflowers,42,North West,Local,Large,0.746,65.6,220,10.13,2228.6,3,4,1,2022-01-09,2022-01-10,0,2022,1,1,3,0.1869230441411656,False
ORD-143507,2022-01-06,Carrots,Roots,False,0.35,30,Chile Large Imports,64,Chile,International,Large,0.809,73.9,222,12.86,2854.92,15,29,14,2022-01-21,2022-02-04,0,2022,1,1,3,0.7505643396040956,False
ORD-167916,2022-01-06,Broccoli,Vegetables,True,0.82,7,KwaZulu-Natal Small Vegetables,14,KwaZulu-Natal,Local,Small,0.815,60.1,462,20.7,9563.4,4,5,1,2022-01-10,2022-01-11,0,2022,1,1,3,0.1847925270202725,False
ORD-179479,2022-01-06,Onions Brown,Roots,False,0.28,90,North West Small Maize,37,North West,Local,Small,0.768,71.2,110,18.21,2003.1,4,5,1,2022-01-10,2022-01-11,0,2022,1,1,3,4.281313328698433,True
ORD-147535,2022-01-06,Oranges Valencia,Fruits,False,0.38,45,Limpopo Medium Avocados,46,Limpopo,Local,Medium,0.673,59.7,430,19.22,8264.6,5,8,3,2022-01-11,2022-01-14,0,2022,1,1,3,-0.1144024251626955,False
ORD-178695,2022-01-06,Tomatoes,Vegetables,True,0.85,7,India Medium Imports,71,India,International,Medium,0.718,39.8,200,8.77,1754.0,15,32,17,2022-01-21,2022-02-07,0,2022,1,1,3,-1.7790543863994472,False
ORD-138532,2022-01-06,Cabbage,Vegetables,False,0.45,21,USA Medium Imports,59,USA,International,Medium,0.882,79.2,315,12.64,3981.6,14,26,12,2022-01-20,2022-02-01,0,2022,1,1,3,1.4141129882826127,False
ORD-137858,2022-01-06,Potatoes White,Roots,False,0.35,60,Spain Medium Imports,55,Spain,International,Medium,0.876,80.6,252,9.85,2482.2,10,18,8,2022-01-16,2022-01-24,0,2022,1,1,3,0.7427282443866213,False
ORD-145340,2022-01-06,Apples Red,Fruits,False,0.4,90,Mpumalanga Large Tropical,29,Mpumalanga,Local,Large,0.754,67.4,600,23.51,14106.0,2,5,3,2022-01-08,2022-01-11,0,2022,1,1,3,-0.1497652520038475,False
ORD-177632,2022-01-06,Celery,Vegetables,True,0.78,14,Free State Large Grains,35,Free State,Local,Large,0.746,54.0,362,14.66,5306.92,3,4,1,2022-01-09,2022-01-10,0,2022,1,1,3,0.26199465730953586,False
ORD-163083,2022-01-06,Tomatoes,Vegetables,True,0.85,7,Italy Large Imports,62,Italy,International,Large,0.894,57.4,129,10.34,1333.86,11,22,11,2022-01-17,2022-01-28,0,2022,1,1,3,-1.3247069182618931,False
ORD-145674,2022-01-06,Rosemary,Herbs,True,0.9,10,Netherlands Medium Imports,57,Netherlands,International,Medium,0.92,54.0,93,61.58,5726.94,7,14,7,2022-01-13,2022-01-20,0,2022,1,1,3,1.655331198482423,False
ORD-198581,2022-01-06,Broccoli,Vegetables,True,0.82,7,Free State Large Grains,35,Free State,Local,Large,0.746,53.2,401,22.62,9070.62,5,6,1,2022-01-11,2022-01-12,0,2022,1,1,3,0.6024243495889037,False
ORD-129654,2022-01-06,Ginger,Roots,False,0.48,60,China Medium Imports,69,China,International,Medium,0.746,65.0,275,34.92,9603.0,17,35,18,2022-01-23,2022-02-10,0,2022,1,1,3,-1.5820423065200726,False
ORD-138301,2022-01-06,Butternut Squash,Vegetables,False,0.4,60,India Medium Imports,71,India,International,Medium,0.718,63.8,144,18.75,2700.0,15,29,14,2022-01-21,2022-02-04,0,2022,1,1,3,0.4001462758816822,False
ORD-158227,2022-01-06,Brown Rice,Grains,False,0.2,365,Limpopo Small Avocados,44,Limpopo,Local,Small,0.735,69.5,257,17.99,4623.43,5,9,4,2022-01-11,2022-01-15,0,2022,1,1,3,-0.08780125684183668,False
ORD-145951,2022-01-06,Potatoes Sweet,Roots,False,0.38,45,Eastern Cape Large Livestock,24,Eastern Cape,Local,Large,0.768,69.2,346,17.4,6020.4,5,7,2,2022-01-11,2022-01-13,0,2022,1,1,3,0.49058033988827154,False
ORD-180515,2022-01-06,Bell Peppers Green,Vegetables,True,0.84,10,Italy Medium Imports,61,Italy,International,Medium,0.893,57.5,659,24.04,15842.36,13,25,12,2022-01-19,2022-01-31,0,2022,1,1,3,0.29623457095179395,False
ORD-110287,2022-01-06,Cauliflower,Vegetables,True,0.8,7,Gauteng Small Distribution,7,Gauteng,Local,Small,0.857,64.7,185,24.21,4478.85,2,3,1,2022-01-08,2022-01-09,0,2022,1,1,3,1.2134306676048423,False
ORD-184848,2022-01-06,Organic Quinoa,Grains,False,0.25,365,Western Cape Large Premium,5,Western Cape,Local,Large,0.933,88.3,358,78.51,28106.58,2,2,0,2022-01-08,2022-01-08,1,2022,1,1,3,0.8332697765981888,False
ORD-170473,2022-01-06,White Rice,Grains,False,0.18,365,Peru Medium Imports,65,Peru,International,Medium,0.851,81.5,96,17.36,1666.56,15,25,10,2022-01-21,2022-01-31,0,2022,1,1,3,0.8982836346376645,False
ORD-121771,2022-01-06,Brown Rice,Grains,False,0.2,365,North West Medium Sunflowers,40,North West,Local,Medium,0.723,68.3,231,22.39,5172.09,2,3,1,2022-01-08,2022-01-09,0,2022,1,1,3,1.164104710633024,False
ORD-158184,2022-01-06,Spinach,Vegetables,True,0.92,5,Free State Small Potatoes,32,Free State,Local,Small,0.764,58.0,457,20.13,9199.41,4,5,1,2022-01-10,2022-01-11,0,2022,1,1,3,0.35672177384454523,False
ORD-173666,2022-01-06,Strawberries,Fruits,True,0.94,5,Eastern Cape Medium Citrus,21,Eastern Cape,Local,Medium,0.816,57.8,311,58.82,18293.02,3,5,2,2022-01-09,2022-01-11,0,2022,1,1,3,0.9483957400516254,False
