order_id,order_date,product,product_category,perishable,supplier,supplier_region,quantity_kg,price_per_kg,total_value_zar,promised_days,actual_days,delay_days,expected_delivery_date,actual_delivery_date,on_time
ORD-19858,2023-03-01,Ginger,Root,False,Supplier_J,Mpumalanga,265,53.49,14174.85,3,7,4,2023-03-04,2023-03-08,0
ORD-19859,2024-01-14,Lettuce,Veg,True,Supplier_K,KwaZulu-Natal,117,9.35,1093.95,5,7,2,2024-01-19,2024-01-21,0
ORD-19860,2022-04-03,Cauliflower,Veg,True,Supplier_A,Gauteng,331,15.17,5021.27,3,6,3,2022-04-06,2022-04-09,0
ORD-19861,2024-04-27,Cauliflower,Veg,True,Supplier_F,Mpumalanga,208,17.05,3546.4,2,6,4,2024-04-29,2024-05-03,0
ORD-19862,2023-09-06,Beetroot,Root,False,Supplier_A,Gauteng,156,21.04,3282.24,6,7,1,2023-09-12,2023-09-13,0
ORD-19863,2023-02-16,Onions,Root,False,Supplier_L,Gauteng,111,8.86,983.46,2,4,2,2023-02-18,2023-02-20,0
ORD-19864,2023-03-08,Cauliflower,Veg,True,Supplier_N,Gauteng,150,17.06,2559.0,5,6,1,2023-03-13,2023-03-14,0
ORD-19865,2023-11-09,Peppers,Veg,True,Supplier_M,Eastern Cape,145,18.32,2656.4,3,6,3,2023-11-12,2023-11-15,0
ORD-19866,2022-06-08,Papayas,Fruit,True,Supplier_M,Eastern Cape,128,34.12,4367.36,3,6,3,2022-06-11,2022-06-14,0
ORD-19867,2022-01-14,Avocados,Fruit,True,Supplier_G,KwaZulu-Natal,31,39.37,1220.47,2,1,-1,2022-01-16,2022-01-15,1
ORD-19868,2023-01-08,Herbs,Herb,True,Supplier_J,Mpumalanga,217,27.97,6069.49,4,10,6,2023-01-12,2023-01-18,0
ORD-19869,2022-08-13,Beetroot,Root,False,Supplier_K,KwaZulu-Natal,1289,10.32,13302.48,6,11,5,2022-08-19,2022-08-24,0
ORD-19870,2023-05-20,Cauliflower,Veg,True,Supplier_A,Gauteng,345,16.22,5595.9,2,5,3,2023-05-22,2023-05-25,0
ORD-19871,2022-03-14,Peppers,Veg,True,Supplier_A,Gauteng,151,21.67,3272.17,4,5,1,2022-03-18,2022-03-19,0
ORD-19872,2022-09-06,Cauliflower,Veg,True,Supplier_M,Eastern Cape,536,11.48,6153.28,4,8,4,2022-09-10,2022-09-14,0
ORD-19873,2023-05-26,Spinach,Veg,True,Supplier_H,KwaZulu-Natal,329,10.61,3490.69,3,4,1,2023-05-29,2023-05-30,0
ORD-19874,2023-08-26,Onions,Root,False,Supplier_I,KwaZulu-Natal,87,6.54,568.98,3,6,3,2023-08-29,2023-09-01,0
ORD-19875,2022-08-04,Spinach,Veg,True,Supplier_B,Eastern Cape,153,16.18,2475.54,6,25,19,2022-08-10,2022-08-29,0
ORD-19876,2023-08-25,Apples,Fruit,False,Supplier_L,Gauteng,245,21.77,5333.65,4,5,1,2023-08-29,2023-08-30,0
ORD-19877,2023-06-25,Avocados,Fruit,True,Supplier_H,KwaZulu-Natal,95,40.39,3837.05,2,23,21,2023-06-27,2023-07-18,0
ORD-19878,2024-03-27,Peppers,Veg,True,Supplier_L,Gauteng,1006,16.88,16981.28,4,7,3,2024-03-31,2024-04-03,0
ORD-19879,2022-08-08,Carrots,Root,False,Supplier_D,Western Cape,285,6.05,1724.25,5,8,3,2022-08-13,2022-08-16,0
ORD-19880,2024-04-19,Ginger,Root,False,Supplier_H,KwaZulu-Natal,92,54.95,5055.4,4,4,0,2024-04-23,2024-04-23,1
ORD-19881,2023-12-28,Lettuce,Veg,True,Supplier_F,Mpumalanga,370,7.39,2734.3,4,10,6,2024-01-01,2024-01-07,0
ORD-19882,2022-08-09,Potatoes,Root,False,Supplier_I,KwaZulu-Natal,107,8.21,878.47,6,10,4,2022-08-15,2022-08-19,0
ORD-19883,2023-01-24,Broccoli,Veg,True,Supplier_D,Western Cape,124,18.04,2236.96,3,6,3,2023-01-27,2023-01-30,0
ORD-19884,2023-07-08,Ginger,Root,False,Supplier_G,KwaZulu-Natal,175,42.61,7456.75,6,7,1,2023-07-14,2023-07-15,0
ORD-19885,2023-10-09,Avocados,Fruit,True,Supplier_A,Gauteng,373,39.17,14610.41,3,4,1,2023-10-12,2023-10-13,0
ORD-19886,2022-02-11,Mangoes,Fruit,False,Supplier_J,Mpumalanga,748,22.56,16874.88,2,5,3,2022-02-13,2022-02-16,0
ORD-19887,2023-11-07,Tomatoes,Veg,True,Supplier_O,Gauteng,248,14.57,3613.36,4,4,0,2023-11-11,2023-11-11,1
ORD-19888,2024-05-22,Pineapples,Fruit,False,Supplier_H,KwaZulu-Natal,131,34.3,4493.3,6,8,2,2024-05-28,2024-05-30,0
ORD-19889,2022-10-10,Spinach,Veg,True,Supplier_I,KwaZulu-Natal,387,14.17,5483.79,3,3,0,2022-10-13,2022-10-13,1
ORD-19890,2022-02-27,Bananas,Fruit,True,Supplier_H,KwaZulu-Natal,138,6.32,872.16,6,9,3,2022-03-05,2022-03-08,0
ORD-19891,2024-03-24,Onions,Root,False,Supplier_L,Gauteng,404,7.54,3046.16,4,8,4,2024-03-28,2024-04-01,0
ORD-19892,2024-04-13,Herbs,Herb,True,Supplier_G,KwaZulu-Natal,331,27.74,9181.94,3,6,3,2024-04-16,2024-04-19,0
ORD-19893,2023-06-21,Papayas,Fruit,True,Supplier_K,KwaZulu-Natal,477,33.4,15931.8,6,8,2,2023-06-27,2023-06-29,0
ORD-19894,2022-03-14,Lettuce,Veg,True,Supplier_E,Western Cape,364,9.75,3549.0,5,8,3,2022-03-19,2022-03-22,0
ORD-19895,2024-06-03,Herbs,Herb,True,Supplier_B,Eastern Cape,227,41.06,9320.62,5,8,3,2024-06-08,2024-06-11,0
ORD-19896,2022-05-09,Pineapples,Fruit,False,Supplier_H,KwaZulu-Natal,311,25.74,8005.14,6,8,2,2022-05-15,2022-05-17,0
ORD-19897,2023-08-22,Bananas,Fruit,True,Supplier_O,Gauteng,295,10.71,3159.45,3,24,21,2023-08-25,2023-09-15,0
ORD-19898,2024-04-21,Broccoli,Veg,True,Supplier_E,Western Cape,171,14.33,2450.43,6,10,4,2024-04-27,2024-05-01,0
ORD-19899,2023-03-02,Bananas,Fruit,True,Supplier_A,Gauteng,134,15.09,2022.06,4,5,1,2023-03-06,2023-03-07,0
ORD-19900,2023-10-27,Potatoes,Root,False,Supplier_J,Mpumalanga,101,8.53,861.53,4,7,3,2023-10-31,2023-11-03,0
ORD-19901,2023-11-25,Carrots,Root,False,Supplier_G,KwaZulu-Natal,140,10.31,1443.4,2,3,1,2023-11-27,2023-11-28,0
ORD-19902,2022-05-05,Avocados,Fruit,True,Supplier_K,KwaZulu-Natal,192,45.72,8778.24,2,2,0,2022-05-07,2022-05-07,1
ORD-19903,2022-03-08,Mangoes,Fruit,False,Supplier_N,Gauteng,271,24.57,6658.47,3,3,0,2022-03-11,2022-03-11,1
ORD-19904,2022-01-06,Spinach,Veg,True,Supplier_D,Western Cape,152,15.8,2401.6,4,10,6,2022-01-10,2022-01-16,0
ORD-19905,2023-09-29,Cauliflower,Veg,True,Supplier_H,KwaZulu-Natal,496,10.67,5292.32,5,8,3,2023-10-04,2023-10-07,0
ORD-19906,2022-11-10,Apples,Fruit,False,Supplier_A,Gauteng,301,20.04,6032.04,6,7,1,2022-11-16,2022-11-17,0
ORD-19907,2022-11-22,Peppers,Veg,True,Supplier_M,Eastern Cape,1109,17.15,19019.35,2,8,6,2022-11-24,2022-11-30,0
ORD-19908,2023-07-19,Bananas,Fruit,True,Supplier_M,Eastern Cape,113,18.42,2081.46,2,5,3,2023-07-21,2023-07-24,0
ORD-19909,2023-08-01,Peppers,Veg,True,Supplier_A,Gauteng,969,11.4,11046.6,6,10,4,2023-08-07,2023-08-11,0
ORD-19910,2024-04-05,Potatoes,Root,False,Supplier_C,Gauteng,33,9.13,301.29,6,8,2,2024-04-11,2024-04-13,0
ORD-19911,2023-05-21,Apples,Fruit,False,Supplier_F,Mpumalanga,1058,12.75,13489.5,3,8,5,2023-05-24,2023-05-29,0
ORD-19912,2022-03-23,Herbs,Herb,True,Supplier_N,Gauteng,334,31.52,10527.68,4,4,0,2022-03-27,2022-03-27,1
ORD-19913,2023-08-22,Cauliflower,Veg,True,Supplier_D,Western Cape,342,10.3,3522.6,4,25,21,2023-08-26,2023-09-16,0
ORD-19914,2022-01-02,Broccoli,Veg,True,Supplier_M,Eastern Cape,273,17.18,4690.14,2,9,7,2022-01-04,2022-01-11,0
ORD-19915,2022-07-23,Avocados,Fruit,True,Supplier_B,Eastern Cape,207,33.36,6905.52,2,5,3,2022-07-25,2022-07-28,0
ORD-19916,2023-10-24,Bananas,Fruit,True,Supplier_C,Gauteng,452,9.38,4239.76,2,5,3,2023-10-26,2023-10-29,0
ORD-19917,2024-03-15,Mangoes,Fruit,False,Supplier_L,Gauteng,536,21.68,11620.48,3,5,2,2024-03-18,2024-03-20,0
ORD-19918,2023-02-08,Ginger,Root,False,Supplier_J,Mpumalanga,617,49.54,30566.18,2,5,3,2023-02-10,2023-02-13,0
ORD-19919,2022-04-13,Tomatoes,Veg,True,Supplier_H,KwaZulu-Natal,764,11.12,8495.68,3,24,21,2022-04-16,2022-05-07,0
ORD-19920,2023-06-20,Cauliflower,Veg,True,Supplier_F,Mpumalanga,233,17.68,4119.44,6,9,3,2023-06-26,2023-06-29,0
ORD-19921,2023-01-03,Cucumbers,Veg,True,Supplier_A,Gauteng,593,13.23,7845.39,4,10,6,2023-01-07,2023-01-13,0
ORD-19922,2022-07-31,Pineapples,Fruit,False,Supplier_O,Gauteng,349,29.63,10340.87,2,12,10,2022-08-02,2022-08-12,0
ORD-19923,2023-07-31,Beetroot,Root,False,Supplier_K,KwaZulu-Natal,172,9.58,1647.76,2,3,1,2023-08-02,2023-08-03,0
ORD-19924,2022-07-28,Papayas,Fruit,True,Supplier_B,Eastern Cape,119,33.04,3931.76,2,4,2,2022-07-30,2022-08-01,0
ORD-19925,2024-02-02,Cucumbers,Veg,True,Supplier_H,KwaZulu-Natal,20,18.55,371.0,5,14,9,2024-02-07,2024-02-16,0
ORD-19926,2024-06-15,Lettuce,Veg,True,Supplier_E,Western Cape,141,22.51,3173.91,3,20,17,2024-06-18,2024-07-05,0
ORD-19927,2022-04-27,Cucumbers,Veg,True,Supplier_I,KwaZulu-Natal,326,13.04,4251.04,5,3,-2,2022-05-02,2022-04-30,1
ORD-19928,2023-09-20,Cucumbers,Veg,True,Supplier_B,Eastern Cape,91,14.55,1324.05,6,9,3,2023-09-26,2023-09-29,0
ORD-19929,2024-01-19,Spinach,Veg,True,Supplier_B,Eastern Cape,144,17.87,2573.28,4,7,3,2024-01-23,2024-01-26,0
ORD-19930,2023-04-23,Onions,Root,False,Supplier_O,Gauteng,71,9.07,643.97,2,4,2,2023-04-25,2023-04-27,0
ORD-19931,2022-04-15,Beetroot,Root,False,Supplier_H,KwaZulu-Natal,176,11.94,2101.44,4,4,0,2022-04-19,2022-04-19,1
ORD-19932,2023-05-10,Peppers,Veg,True,Supplier_I,KwaZulu-Natal,292,19.61,5726.12,5,18,13,2023-05-15,2023-05-28,0
ORD-19933,2024-02-10,Apples,Fruit,False,Supplier_O,Gauteng,355,19.82,7036.1,4,16,12,2024-02-14,2024-02-26,0
ORD-19934,2022-02-15,Mangoes,Fruit,False,Supplier_B,Eastern Cape,99,25.82,2556.18,6,7,1,2022-02-21,2022-02-22,0
ORD-19935,2024-04-02,Tomatoes,Veg,True,Supplier_C,Gauteng,749,13.64,10216.36,5,8,3,2024-04-07,2024-04-10,0
ORD-19936,2022-11-27,Spinach,Veg,True,Supplier_J,Mpumalanga,492,15.74,7744.08,4,25,21,2022-12-01,2022-12-22,0
ORD-19937,2022-08-04,Bananas,Fruit,True,Supplier_K,KwaZulu-Natal,169,25.29,4274.01,4,4,0,2022-08-08,2022-08-08,1
ORD-19938,2023-05-07,Oranges,Fruit,False,Supplier_H,KwaZulu-Natal,220,19.91,4380.2,3,6,3,2023-05-10,2023-05-13,0
ORD-19939,2024-03-23,Papayas,Fruit,True,Supplier_F,Mpumalanga,177,32.96,5833.92,6,10,4,2024-03-29,2024-04-02,0
ORD-19940,2024-04-24,Papayas,Fruit,True,Supplier_E,Western Cape,129,37.26,4806.54,6,9,3,2024-04-30,2024-05-03,0
ORD-19941,2023-03-25,Cauliflower,Veg,True,Supplier_B,Eastern Cape,187,15.39,2877.93,4,8,4,2023-03-29,2023-04-02,0
ORD-19942,2023-06-20,Bananas,Fruit,True,Supplier_J,Mpumalanga,227,11.5,2610.5,2,5,3,2023-06-22,2023-06-25,0
ORD-19943,2023-05-26,Cucumbers,Veg,True,Supplier_B,Eastern Cape,307,13.37,4104.59,4,7,3,2023-05-30,2023-06-02,0
ORD-19944,2023-04-03,Papayas,Fruit,True,Supplier_A,Gauteng,347,30.01,10413.47,2,3,1,2023-04-05,2023-04-06,0
ORD-19945,2023-07-01,Apples,Fruit,False,Supplier_D,Western Cape,803,19.79,15891.37,3,7,4,2023-07-04,2023-07-08,0
ORD-19946,2023-06-20,Mangoes,Fruit,False,Supplier_E,Western Cape,748,25.64,19178.72,4,7,3,2023-06-24,2023-06-27,0
ORD-19947,2023-06-24,Mangoes,Fruit,False,Supplier_L,Gauteng,69,28.45,1963.05,4,6,2,2023-06-28,2023-06-30,0
ORD-19948,2023-04-29,Peppers,Veg,True,Supplier_A,Gauteng,673,18.06,12154.38,4,8,4,2023-05-03,2023-05-07,0
ORD-19949,2022-01-16,Beetroot,Root,False,Supplier_A,Gauteng,77,12.03,926.31,4,5,1,2022-01-20,2022-01-21,0
ORD-19950,2023-07-25,Pineapples,Fruit,False,Supplier_M,Eastern Cape,726,27.85,20219.1,6,10,4,2023-07-31,2023-08-04,0
ORD-19951,2022-08-31,Tomatoes,Veg,True,Supplier_B,Eastern Cape,1075,10.46,11244.5,2,8,6,2022-09-02,2022-09-08,0
ORD-19952,2022-07-26,Pineapples,Fruit,False,Supplier_K,KwaZulu-Natal,464,26.17,12142.88,3,5,2,2022-07-29,2022-07-31,0
ORD-19953,2022-09-28,Onions,Root,False,Supplier_J,Mpumalanga,286,6.81,1947.66,3,6,3,2022-10-01,2022-10-04,0
ORD-19954,2024-01-31,Pineapples,Fruit,False,Supplier_A,Gauteng,278,18.67,5190.26,6,11,5,2024-02-06,2024-02-11,0
ORD-19955,2024-02-18,Potatoes,Root,False,Supplier_O,Gauteng,27,9.71,262.17,4,6,2,2024-02-22,2024-02-24,0
ORD-19956,2023-12-06,Mangoes,Fruit,False,Supplier_F,Mpumalanga,460,24.37,11210.2,2,6,4,2023-12-08,2023-12-12,0
ORD-19957,2024-04-26,Apples,Fruit,False,Supplier_N,Gauteng,211,15.14,3194.54,3,3,0,2024-04-29,2024-04-29,1
ORD-19958,2023-12-31,Cauliflower,Veg,True,Supplier_M,Eastern Cape,347,14.24,4941.28,5,12,7,2024-01-05,2024-01-12,0
ORD-19959,2022-04-25,Oranges,Fruit,False,Supplier_D,Western Cape,171,23.7,4052.7,2,3,1,2022-04-27,2022-04-28,0
ORD-19960,2023-08-03,Cauliflower,Veg,True,Supplier_H,KwaZulu-Natal,113,17.78,2009.14,3,4,1,2023-08-06,2023-08-07,0
ORD-19961,2022-10-26,Cauliflower,Veg,True,Supplier_D,Western Cape,499,13.46,6716.54,6,14,8,2022-11-01,2022-11-09,0
ORD-19962,2024-04-16,Avocados,Fruit,True,Supplier_C,Gauteng,90,29.18,2626.2,6,7,1,2024-04-22,2024-04-23,0
ORD-19963,2023-04-28,Peppers,Veg,True,Supplier_I,KwaZulu-Natal,211,20.86,4401.46,6,6,0,2023-05-04,2023-05-04,1
ORD-19964,2023-02-01,Papayas,Fruit,True,Supplier_N,Gauteng,67,33.79,2263.93,2,2,0,2023-02-03,2023-02-03,1
ORD-19965,2023-01-29,Spinach,Veg,True,Supplier_C,Gauteng,214,16.91,3618.74,6,17,11,2023-02-04,2023-02-15,0
ORD-19966,2022-03-16,Mangoes,Fruit,False,Supplier_N,Gauteng,420,22.23,9336.6,6,16,10,2022-03-22,2022-04-01,0
ORD-19967,2023-04-27,Pineapples,Fruit,False,Supplier_C,Gauteng,172,35.77,6152.44,5,7,2,2023-05-02,2023-05-04,0
ORD-19968,2022-04-13,Spinach,Veg,True,Supplier_H,KwaZulu-Natal,127,10.02,1272.54,2,23,21,2022-04-15,2022-05-06,0
ORD-19969,2022-10-24,Pineapples,Fruit,False,Supplier_B,Eastern Cape,257,30.85,7928.45,3,5,2,2022-10-27,2022-10-29,0
ORD-19970,2022-06-27,Herbs,Herb,True,Supplier_C,Gauteng,379,39.39,14928.81,5,5,0,2022-07-02,2022-07-02,1
ORD-19971,2022-08-03,Apples,Fruit,False,Supplier_K,KwaZulu-Natal,93,23.45,2180.85,2,2,0,2022-08-05,2022-08-05,1
ORD-19972,2022-11-11,Cucumbers,Veg,True,Supplier_N,Gauteng,385,10.44,4019.4,5,6,1,2022-11-16,2022-11-17,0
ORD-19973,2022-02-08,Beetroot,Root,False,Supplier_D,Western Cape,301,13.03,3922.03,6,8,2,2022-02-14,2022-02-16,0
ORD-19974,2022-09-16,Onions,Root,False,Supplier_G,KwaZulu-Natal,329,5.39,1773.31,4,5,1,2022-09-20,2022-09-21,0
ORD-19975,2023-12-17,Lettuce,Veg,True,Supplier_M,Eastern Cape,313,7.27,2275.51,6,17,11,2023-12-23,2024-01-03,0
ORD-19976,2022-01-07,Cucumbers,Veg,True,Supplier_A,Gauteng,126,16.45,2072.7,3,7,4,2022-01-10,2022-01-14,0
ORD-19977,2022-02-18,Carrots,Root,False,Supplier_M,Eastern Cape,122,11.23,1370.06,4,6,2,2022-02-22,2022-02-24,0
ORD-19978,2023-06-22,Peppers,Veg,True,Supplier_A,Gauteng,51,22.96,1170.96,5,6,1,2023-06-27,2023-06-28,0
ORD-19979,2022-06-10,Oranges,Fruit,False,Supplier_K,KwaZulu-Natal,360,13.05,4698.0,4,4,0,2022-06-14,2022-06-14,1
ORD-19980,2024-05-18,Beetroot,Root,False,Supplier_G,KwaZulu-Natal,148,9.07,1342.36,4,5,1,2024-05-22,2024-05-23,0
ORD-19981,2022-06-25,Broccoli,Veg,True,Supplier_J,Mpumalanga,172,13.25,2279.0,4,8,4,2022-06-29,2022-07-03,0
ORD-19982,2023-08-14,Apples,Fruit,False,Supplier_L,Gauteng,543,21.99,11940.57,5,7,2,2023-08-19,2023-08-21,0
ORD-19983,2022-01-02,Mangoes,Fruit,False,Supplier_H,KwaZulu-Natal,329,17.07,5616.03,4,9,5,2022-01-06,2022-01-11,0
ORD-19984,2024-06-13,Ginger,Root,False,Supplier_M,Eastern Cape,113,57.19,6462.47,4,11,7,2024-06-17,2024-06-24,0
ORD-19985,2023-03-31,Pineapples,Fruit,False,Supplier_O,Gauteng,369,27.83,10269.27,6,16,10,2023-04-06,2023-04-16,0
ORD-19986,2023-10-06,Cucumbers,Veg,True,Supplier_K,KwaZulu-Natal,165,22.03,3634.95,6,6,0,2023-10-12,2023-10-12,1
ORD-19987,2022-10-03,Bananas,Fruit,True,Supplier_D,Western Cape,311,11.14,3464.54,5,26,21,2022-10-08,2022-10-29,0
ORD-19988,2023-05-13,Ginger,Root,False,Supplier_I,KwaZulu-Natal,260,50.91,13236.6,6,7,1,2023-05-19,2023-05-20,0
ORD-19989,2023-09-21,Potatoes,Root,False,Supplier_H,KwaZulu-Natal,502,6.09,3057.18,6,16,10,2023-09-27,2023-10-07,0
ORD-19990,2023-11-07,Spinach,Veg,True,Supplier_G,KwaZulu-Natal,158,12.83,2027.14,2,3,1,2023-11-09,2023-11-10,0
ORD-19991,2024-03-10,Ginger,Root,False,Supplier_A,Gauteng,903,45.97,41510.91,3,6,3,2024-03-13,2024-03-16,0
ORD-19992,2022-01-28,Cucumbers,Veg,True,Supplier_B,Eastern Cape,349,13.37,4666.13,3,6,3,2022-01-31,2022-02-03,0
ORD-19993,2022-11-29,Papayas,Fruit,True,Supplier_B,Eastern Cape,699,23.4,16356.6,4,19,15,2022-12-03,2022-12-18,0
ORD-19994,2022-01-01,Mangoes,Fruit,False,Supplier_M,Eastern Cape,658,15.29,10060.82,2,9,7,2022-01-03,2022-01-10,0
ORD-19995,2022-07-07,Lettuce,Veg,True,Supplier_F,Mpumalanga,359,10.33,3708.47,4,7,3,2022-07-11,2022-07-14,0
ORD-19996,2022-02-25,Onions,Root,False,Supplier_G,KwaZulu-Natal,147,9.75,1433.25,4,5,1,2022-03-01,2022-03-02,0
ORD-19997,2023-07-01,Onions,Root,False,Supplier_H,KwaZulu-Natal,336,7.73,2597.28,6,8,2,2023-07-07,2023-07-09,0
ORD-19998,2022-04-22,Carrots,Root,False,Supplier_E,Western Cape,174,10.73,1867.02,4,9,5,2022-04-26,2022-05-01,0
ORD-19999,2024-03-08,Papayas,Fruit,True,Supplier_J,Mpumalanga,564,28.37,16000.68,4,8,4,2024-03-12,2024-03-16,0
ORD-20000,2022-11-06,Carrots,Root,False,Supplier_O,Gauteng,590,7.99,4714.1,5,12,7,2022-11-11,2022-11-18,0
ORD-20001,2022-02-05,Potatoes,Root,False,Supplier_N,Gauteng,667,7.35,4902.45,6,10,4,2022-02-11,2022-02-15,0
ORD-20002,2023-03-15,Cauliflower,Veg,True,Supplier_I,KwaZulu-Natal,193,18.05,3483.65,3,3,0,2023-03-18,2023-03-18,1
ORD-20003,2023-12-30,Cauliflower,Veg,True,Supplier_G,KwaZulu-Natal,147,16.62,2443.14,2,6,4,2024-01-01,2024-01-05,0
ORD-20004,2023-08-15,Herbs,Herb,True,Supplier_L,Gauteng,74,43.9,3248.6,4,5,1,2023-08-19,2023-08-20,0
ORD-20005,2024-04-05,Papayas,Fruit,True,Supplier_O,Gauteng,263,29.49,7755.87,2,3,1,2024-04-07,2024-04-08,0
ORD-20006,2023-08-18,Ginger,Root,False,Supplier_J,Mpumalanga,161,59.69,9610.09,4,4,0,2023-08-22,2023-08-22,1
ORD-20007,2023-07-31,Herbs,Herb,True,Supplier_C,Gauteng,563,43.81,24665.03,6,8,2,2023-08-06,2023-08-08,0
ORD-20008,2022-11-21,Cauliflower,Veg,True,Supplier_F,Mpumalanga,219,15.64,3425.16,2,5,3,2022-11-23,2022-11-26,0
ORD-20009,2023-10-02,Spinach,Veg,True,Supplier_L,Gauteng,305,14.65,4468.25,5,5,0,2023-10-07,2023-10-07,1
ORD-20010,2022-11-03,Cauliflower,Veg,True,Supplier_F,Mpumalanga,136,14.76,2007.36,4,21,17,2022-11-07,2022-11-24,0
ORD-20011,2023-06-18,Papayas,Fruit,True,Supplier_I,KwaZulu-Natal,211,31.1,6562.1,6,9,3,2023-06-24,2023-06-27,0
ORD-20012,2023-12-29,Ginger,Root,False,Supplier_K,KwaZulu-Natal,182,36.38,6621.16,5,15,10,2024-01-03,2024-01-13,0
ORD-20013,2023-09-11,Spinach,Veg,True,Supplier_E,Western Cape,747,14.56,10876.32,6,10,4,2023-09-17,2023-09-21,0
ORD-20014,2022-04-19,Onions,Root,False,Supplier_O,Gauteng,92,8.91,819.72,6,7,1,2022-04-25,2022-04-26,0
ORD-20015,2023-01-07,Onions,Root,False,Supplier_N,Gauteng,207,9.29,1923.03,2,8,6,2023-01-09,2023-01-15,0
ORD-20016,2022-12-23,Potatoes,Root,False,Supplier_J,Mpumalanga,141,7.89,1112.49,2,8,6,2022-12-25,2022-12-31,0
ORD-20017,2022-06-30,Pineapples,Fruit,False,Supplier_D,Western Cape,153,29.07,4447.71,5,7,2,2022-07-05,2022-07-07,0
ORD-20018,2022-12-22,Carrots,Root,False,Supplier_O,Gauteng,283,9.61,2719.63,4,7,3,2022-12-26,2022-12-29,0
ORD-20019,2023-11-07,Carrots,Root,False,Supplier_O,Gauteng,494,8.62,4258.28,5,9,4,2023-11-12,2023-11-16,0
ORD-20020,2022-03-09,Apples,Fruit,False,Supplier_J,Mpumalanga,69,17.29,1193.01,6,8,2,2022-03-15,2022-03-17,0
ORD-20021,2022-10-19,Oranges,Fruit,False,Supplier_F,Mpumalanga,726,18.32,13300.32,2,5,3,2022-10-21,2022-10-24,0
ORD-20022,2023-11-23,Potatoes,Root,False,Supplier_D,Western Cape,307,7.52,2308.64,4,25,21,2023-11-27,2023-12-18,0
ORD-20023,2022-06-30,Carrots,Root,False,Supplier_I,KwaZulu-Natal,207,15.42,3191.94,5,5,0,2022-07-05,2022-07-05,1
ORD-20024,2023-04-11,Cucumbers,Veg,True,Supplier_E,Western Cape,73,16.23,1184.79,4,7,3,2023-04-15,2023-04-18,0
ORD-20025,2023-03-10,Onions,Root,False,Supplier_J,Mpumalanga,145,9.3,1348.5,5,19,14,2023-03-15,2023-03-29,0
ORD-20026,2023-04-09,Cucumbers,Veg,True,Supplier_K,KwaZulu-Natal,95,16.43,1560.85,4,6,2,2023-04-13,2023-04-15,0
ORD-20027,2023-11-12,Oranges,Fruit,False,Supplier_M,Eastern Cape,346,20.0,6920.0,4,7,3,2023-11-16,2023-11-19,0
ORD-20028,2023-06-18,Ginger,Root,False,Supplier_O,Gauteng,90,47.75,4297.5,6,7,1,2023-06-24,2023-06-25,0
ORD-20029,2022-03-07,Mangoes,Fruit,False,Supplier_M,Eastern Cape,237,26.09,6183.33,4,6,2,2022-03-11,2022-03-13,0
ORD-20030,2022-01-21,Potatoes,Root,False,Supplier_D,Western Cape,240,5.67,1360.8,5,8,3,2022-01-26,2022-01-29,0
ORD-20031,2023-09-04,Beetroot,Root,False,Supplier_L,Gauteng,261,10.53,2748.33,3,4,1,2023-09-07,2023-09-08,0
ORD-20032,2023-01-19,Papayas,Fruit,True,Supplier_I,KwaZulu-Natal,356,33.67,11986.52,5,6,1,2023-01-24,2023-01-25,0
ORD-20033,2024-03-22,Carrots,Root,False,Supplier_D,Western Cape,301,9.25,2784.25,2,4,2,2024-03-24,2024-03-26,0
ORD-20034,2023-09-07,Broccoli,Veg,True,Supplier_J,Mpumalanga,150,16.87,2530.5,4,7,3,2023-09-11,2023-09-14,0
ORD-20035,2023-07-13,Pineapples,Fruit,False,Supplier_C,Gauteng,271,30.57,8284.47,3,4,1,2023-07-16,2023-07-17,0
ORD-20036,2022-02-08,Avocados,Fruit,True,Supplier_L,Gauteng,188,28.73,5401.24,3,4,1,2022-02-11,2022-02-12,0
ORD-20037,2022-10-12,Potatoes,Root,False,Supplier_K,KwaZulu-Natal,616,7.01,4318.16,3,6,3,2022-10-15,2022-10-18,0
ORD-20038,2024-04-01,Apples,Fruit,False,Supplier_D,Western Cape,813,13.39,10886.07,4,10,6,2024-04-05,2024-04-11,0
ORD-20039,2023-08-25,Ginger,Root,False,Supplier_M,Eastern Cape,156,56.44,8804.64,2,11,9,2023-08-27,2023-09-05,0
ORD-20040,2023-08-20,Carrots,Root,False,Supplier_C,Gauteng,315,6.81,2145.15,5,7,2,2023-08-25,2023-08-27,0
ORD-20041,2024-02-24,Cauliflower,Veg,True,Supplier_F,Mpumalanga,96,19.39,1861.44,5,11,6,2024-02-29,2024-03-06,0
ORD-20042,2022-12-02,Apples,Fruit,False,Supplier_G,KwaZulu-Natal,174,19.88,3459.12,2,2,0,2022-12-04,2022-12-04,1
ORD-20043,2022-07-07,Cauliflower,Veg,True,Supplier_L,Gauteng,532,9.81,5218.92,4,6,2,2022-07-11,2022-07-13,0
ORD-20044,2023-11-02,Onions,Root,False,Supplier_O,Gauteng,383,8.49,3251.67,5,6,1,2023-11-07,2023-11-08,0
ORD-20045,2022-08-31,Herbs,Herb,True,Supplier_H,KwaZulu-Natal,369,36.84,13593.96,4,5,1,2022-09-04,2022-09-05,0
ORD-20046,2022-03-14,Papayas,Fruit,True,Supplier_F,Mpumalanga,117,30.02,3512.34,6,18,12,2022-03-20,2022-04-01,0
